업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
Jazz&라멘,2021년 11월 17일,3,5,5,"
            챠슈 탄탄면（진하고 얼큰한맛）/1,새우 완탕라멘（얼큰 시원 완탕）/1,사이다（미니 캔）/1
          ",맛은 평타 양은 무난 배달 빨랐습니다
Jazz&라멘,2021년 10월 28일,3,3,1,"
            돈고츠 라멘（진한맛）/1(추가 선택(mini 챠항（챠슈 볶음밥）추가)),사이다（미니 캔）/1
          ",배달이 잘못된건지 포장을 잘못한건진 모르겠지만 국물 엄청 많이 샜더라구요 닦느라 진땀 뺐습니다
Jazz&라멘,2021년 10월 21일,3,4,5,"
            쇼유 라멘（깔끔한 간장）/1(추가 선택(mini 챠항（챠슈 볶음밥）추가)),연어초밥（10p）/1,아게교자（튀김만두）사이드 메뉴/1
          ","처음시켜봤는데 튀김만두,쇼유라멘은 먹을만했어요. 연어초밥도 시켰는데 초밥은 전문점에서 시켜야겠네요. 그리고 제입맛에는 대체적으로 간이 짜서 아쉬웠어요. 잘 먹었습니다~"
Jazz&라멘,2021년 10월 4일,3,4,2,"
            돈고츠 라멘（진한맛）/1,챠슈 탄탄면（진하고 얼큰한맛）/1,차슈 덮밥（BBQ 덮밥）/1,등심 가츠동/1,미니차슈（고기만）/1,콜라（미니 캔）/1
          ",국물이 조금 쏟아져서 도착했네요..
Jazz&라멘,2021년 9월 23일,1,3,5,"
            소 양대창 전골라멘（진하고 얼큰한맛）/1,가라아게（닭튀김） 사이드 메뉴/1
          ",배달은 따뜻했으나 라멘이 너무짜고 가라아케의 양이참… 누가 먹다남은 부스러기같았고 이것도 너무짜요
Jazz&라멘,2021년 9월 18일,3,2,5,"
            미소 라멘（구수한 된장맛）/1(추가 선택(차슈 추가,면 추가)),다꼬야끼（사이드 메뉴）/1
          ",너무 짜고 차슈가 다른 곳에서 파는 것과는 괴리감이 크네요
Jazz&라멘,2021년 8월 11일,1,3,4,"
            챠슈 탄탄면（진하고 얼큰한맛）/1(추가 선택(mini 챠항（챠슈 볶음밥）추가)),가라아게（닭튀김） 사이드 메뉴/1
          ",진짜 이런 리뷰 왠만하면 안남기는데 최악이었습니다... 제가 짠거 엄청 잘 먹는편인데도 불구하고 하나같이 다 짭니다 진짜 소금을 씹어 먹는것같습니다 특히 차슈볶음밥? 와... 너무 짭니다 원래 차슈가 짭쪼름하고 그럼편인데 밥에다가도 소금간을 해놔서 진짜 짠맛의 대환장 파티였네요.... 가라아게는 원래 짠 음식이니까 그러려니 하지만.... 너무 하네요 그리고 라멘도 다른 라멘 음식점들 보다 훨씬 짠편이구요 라멘 맛도 제 입맛엔 너무 별로여서 먹기 조금 거북했습니다...간 좀 보고 내주셔야할것같네요.. 다 먹고난후엔 입안이 염전이었..
Jazz&라멘,2021년 7월 31일,5,3,4,"
            돈고츠 라멘（진한맛）/1,챠슈 탄탄면（진하고 얼큰한맛）/1(추가 선택(차슈 추가))
          ",뚜껑에 국물 흘러나온거 보고 처음엔 조굼 실망했는데 너무 맛있에서 결국엔 만족입니다 ! 잘 먹었습니당
Jazz&라멘,2021년 7월 5일,3,4,5,"
            쇼유 라멘（깔끔한 간장）/1(추가 선택(면 추가)),콜라（미니 캔）/1
          ",평소 이 집을 아주 좋아하는데 오늘 숙주에서 충격적으로 냄새가 났습니다 심합니다 그리고 언제나 국물 든 통에서 국물이 새는데 배달탓인지 포장탓인지는 모르겠습니다
Jazz&라멘,2021년 6월 25일,2,4,1,"
            돈고츠 라멘（진한맛）/1(추가 선택(차슈 추가)),텐동（붕장어＋왕새우&야채 튀김 덮밥）/1(사이즈업 추가 선택(사이즈업),추가 선택(붕장어)),AVOCADO연어회 덮밥/1(추가 선택(사이즈업))
          ",장국이 안에서 열려서 다 흐른상태로왔어요. 돈코츠라멘 숙주를 씹는순간 이상한 냄새가 확올라옵니다. 나머지는 잘 먹었어요
Jazz&라멘,2021년 6월 17일,3,3,5,"
            차슈 덮밥（BBQ 덮밥）/5(추가 선택(차슈 추가))
          ",고기 살짝 냄새나는것 같아 아쉬웠어요~
Jazz&라멘,2021년 6월 7일,1,5,1,"
            미소 라멘（구수한 된장맛）/1(추가 선택(면 추가,공기밥 추가)),사이다（미니 캔）/1
          ","처음 배달 받을때부터 국물이 조금 흘러나왔네요?
배고파서 일단 먹을려고 다 뜯었는데 
생면 추가를 3천원 주고 했더니 추가된 면빨 옆에 날파리까지 같이 왔네요.... 날파리는 서비스 인가요?
배달 기사분도* 운전하신 것 같고
포장하실때 잘 안보시고 밀봉하셨나봐요 ㅎㅎ
다음부터는 잘 보고 밀봉해주시기 바랄게요
저만 먹는거 아니잖아요
다른 분들께서 피해 없으셨으면 좋겠습니다.
기분 좋게 식사하셔야지 ,
* 먹기는 싫잖아요"
Jazz&라멘,2021년 5월 30일,1,1,1,"
            돈고츠 라멘（진한맛）/3,믹스동（한번에!왕새우 닭 안심）/1,AVOCADO연어회 덮밥/1(추가 선택(연어 추가,사이즈업)),가라아게 덮밥/1,아게교자（튀김만두）사이드 메뉴/2,가라아게（닭튀김） 사이드 메뉴/1
          ",여긴 다신  ㄴㄴㄴ
Jazz&라멘,2021년 4월 23일,5,3,5,"
            돈고츠 라멘（진한맛）/1(추가 선택(mini 챠항（챠슈 볶음밥）추가)),사이다（미니 캔）/1
          ",배달이 매우 빠릅니다.
Jazz&라멘,2021년 3월 30일,1,1,5,"
            돈고츠 라멘（진한맛）/1(추가 선택(공기밥 추가)),챠슈 탄탄면（진하고 얼큰한맛）/1(추가 선택(차슈 추가)),텐동（붕장어＋왕새우&야채 튀김 덮밥）/1(추가 선택(mini라멘육수 （돈고츠）)),텐동（붕장어＋왕새우&야채 튀김 덮밥）/2,가라아게（닭튀김） 사이드 메뉴/1
          ","다시 주문 안할거같아요
배달이라 그래도 텐동..바삭함 1도없음
튀김 구성도 별로. 닭가라아게 개개개개비쌈 양보고 깜짝놀램!
라멘은 쏘쏘한듯."
Jazz&라멘,2020년 12월 16일,1,1,1,"
            텐동（붕장어＋왕새우&야채 튀김 덮밥）/1
          ","텐동 먹었는데요. 튀김에는 먹지도 못하는 새우 머리가 절반이고, 붕장어는 엄~청 작은 걸로 넣으셨네요? 게다가 국은 상했는지 냄새가 나서 먹지도 못하고 버렸습니다. 하도 황당해서 난생 처음 리뷰를 다 써보네요. 만이천원 내고 이런 음식이라니 정말 최악입니다. 환불하려다 참았습니다."
Jazz&라멘,2020년 12월 16일,1,4,4,"
            텐동（붕장어＋왕새우&야채 튀김 덮밥）/1
          ",붕장어텐동 주문했는데 장어가 아예 빠져서 왔어요. 먹는 도중에 아무리 찾아도 없길래 음식점에 연락할까하다가 또 다시보내주거나 아니면 사진찍어서 보내라거나 등 귀찮은 일 해야할거같아서 그냥 말았습니다. 대신 호박이 더 많이 들어가있는거 같았는데 주요메뉴가 빠지는거면 미리 공지를 해주시는게 맞지 않나요? 아마 장어때문에 가격도 더 높게 책정된거일텐데 기분이 아주 안좋았습니다.
Jazz&라멘,2020년 11월 26일,5,3,5,"
            돈고츠 라멘（진한맛）/1(추가 선택(mini 챠항（챠슈 볶음밥）추가,차슈 추가)),차슈 덮밥（BBQ 덮밥）/1(추가 선택(차슈 추가))
          ","맛있고 배달고 빠르고 양도 많습니다. 

다만, 차슈추가를 두개했는데 한개만 추가된 거 같아서요...
확인바랍니다."
Jazz&라멘,2018년 5월 1일,1,1,4,"
            신선한연어회덮밥/1,연어추가/2,낫또토핑/1
          ","흠... 처음 음식 개봉사진 입니다. 
제가 평점을 이렇게 드려 가게 사장님께 죄송한데요.
제가 먹어본 요기요 음식점 중에 다섯손가락으로 꼽을 수 있을 정도로 맛이 없습니다. 거짓말 1도 안보내고요.
제가 연어덮밥, 사케동, 연어사시미 정말 좋아하는데요. 
연어에서 쉰내가 나고요.  혹시 연어 언제 잡으신건가요? 식감으로 봐서는 4,5일은 넘은듯 싶은데요.  .. 음... 제가 이렇게 평점 낮게 드린 곳은 처음입니다. 
뭐라 더 드릴 말씀이 없습니다. 장국이 제일 맛있었어요."
