업체명,날짜,맛,양,배달,주문메뉴,상세리뷰
남경-중구점,2020년 9월 14일,2,3,1,"
            3세트（탕수육＋짜장＋짬뽕）/1
          ","1. 50분 걸린다는 배달이 80분걸림
2. 70분쯤 전화하니 단골멘트 ""방금 출발했습니다""뿐이고 뭐 늦어서 미안하다거나 하는 얘기 없음
3. 짬뽕 해물, 탕수육 양 적음
4. 짬뽕 맛이 너무 싱거움
5. 탕수육은 튀김이 대부분이고 고기 적음
6. 갠적으로 다시는 안 시킬 예정"
남경-중구점,2020년 9월 11일,3,3,3,"
            쟁반짜장/2
          ","맛은 뭐 보통
양도보통
포장은 음식이 쏟아질 작은 일반일회용그릇이여서
안좋았습니다"
남경-중구점,2020년 9월 4일,2,2,2,"
            간짜장/1,삼선울면/1,차돌박이짬뽕/1,깐풍새우（마늘＋고추）/1,양장피（겨자소스）/1
          ",음슥들 중 면이 다 불어서 왔고 맛도 별로였음
남경-중구점,2020년 9월 1일,1,3,3,"
            잡채밥/1,0세트（탕수육＋짜장）/1(곱빼기 추가(곱빼기 추가))
          ",맛 더럽게 없어요. 그나마 탕수육 소스가 맛있어요. 짜장면 싱겁고 다 뿔었어요. 잡채밥..기름맛만나고 무슨맛인지 모르겠어요.. 돈아까워요
남경-중구점,2020년 8월 25일,3,4,1,"
            삼선볶음밥/1,탕짜면/1
          ","11시 26분에 주문했는데 한시간이 지나도록 오질 않아 12시 35분에 전화드렸습니다. 코로나로 인해 주문이 많이 밀려서 아직 음식을 만들지도 못했다고 말씀하셨고, 결국 음식은 1시 15분경 받았습니다. 메뉴도 짜장면, 볶음밥, 탕수육으로 빠르게 나올 수 있는 메뉴임에도 불구하고 한시간동안 조리를 시작도 못할 수 있나요? 또한, 만약 주문이 저 정도로 밀려있었다면 조리가 오래 걸린다고 말씀해주셨어야 하는게 아닌가 싶습니다. 요기요 예상배달시간은 50분이었습니다.
서비스로 주신 군만두와 더불어 전체적인 음식의 맛과 양은 괜챦았습니다."
남경-중구점,2020년 8월 24일,3,2,5,"
            0세트（탕수육＋짜장）/1(곱빼기 추가(곱빼기 추가))
          ",탕수육에 바삭함을 찾아볼 수가 없는 정도로 형편이 없습니다
남경-중구점,2020년 8월 7일,3,5,5,"
            3세트（탕수육＋짜장＋짬뽕）/1(곱빼기 추가(짜장 곱빼기추가,짬뽕 곱빼기추가))
          ","걍 평범해요ㅋ
양은 많이 주시고요ㅋ"
남경-중구점,2020년 7월 30일,1,3,1,"
            탕짜면/1(곱빼기 추가(곱빼기 추가))
          ",제가 리뷰를 안 쓰는 사람인데 너무 화가 나 리뷰를 씁니다. 아무리 점심시간이라지만 1시간 30분이 걸려 왔고요. 얼마나 돌아돌아 왔는지 자장면이 너무 불어서 비벼지지도 않았습니다.
남경-중구점,2020년 7월 23일,1,1,1,"
            차돌박이짬뽕/1(곱빼기 추가(곱빼기 추가)),탕수육/1(사이즈 선택(小))
          ","배달은 20분정도 걸렸는데
퉁퉁불어서 밀가루 떡이었습니다
면을 건져 올릴때마다 뚝뚝 힘없이 끊기고
곱배기를 시켰는데 국물은 그대로고 면만 많이 와서 볶음 짬뽕인지 헷갈릴정도 였고 국물을 어떻게 냈는지
텁텁하니 목에 자꾸 가루가 걸린듯 했습니다
그나마 탕수육이 괜찮았는데
눅눅하게 와서 찍먹판데 담먹해 먹었네요
다신 안시키겠습니다 왜 상위에 랭크됐는지 도무지 이해가 안됩니다 해장하려고 시켰는데 기분 상해서 짜증만 났네요 이렇게 장사하지 마세요"
남경-중구점,2020년 6월 24일,1,1,1,"
            탕짜면/1(곱빼기 추가(곱빼기 추가))
          ","완전 최악 1시간 배달 떠있길래 12:01주문했는데 
1:35분에 옴 / 배달안와서 전화했더니 연결도 안되고 
배달이 밀렸네 어쩌네 죄송하다는 말 한마디도 안함
취소하려는데 도착. 
도착해서 배달하는 분 “원래 한개는 배달안되는데” 
장난해요? 배달이 되니까했지 
카드내니까 “한개는 카드 안되는데” 대답안하니까 
긁고 감. 
요기요 회원이라 앱. 결제하면 할인되는데 
다른카드 쓸 일있어서 할인안받고 현장결제로 주문했더니 
기막힘ㅋㅋ 첫번째 주문때 제시간에와서 주문했는데 
밑에 리뷰를 그냥 지나친 내 잘못. 최악최악 요기요이용중
최고"
남경-중구점,2020년 6월 23일,5,2,5,"
            0세트（탕수육＋짜장）/1
          ",양이 좀 많이 적었습니다. 맛은 있었어요.
남경-중구점,2020년 6월 9일,1,1,1,"
            간짜장/1,삼선짬뽕밥/1
          ","안오실거면 연락을 주시던지, 취소를 해주세요.
기다리느라 시간버리고 제때 끼니도 못챙겻네요"
남경-중구점,2020년 5월 31일,3,5,1,"
            탕짜면/1(곱빼기 추가(곱빼기 추가))
          ",짜장면은 맛있게 먹었는데 탕수육에서 좀 잡내가 났어요 참고 먹을만 했습니다 ^_^
남경-중구점,2020년 5월 28일,1,1,5,"
            간짜장/1,짬뽕/1,탕수육/1(사이즈 선택(小))
          ",탕수육에서 돼지냄새가 너무 심하게 납니다. 짬뽕 면은 다 불었구요. 주문한지 25분 정도만에 도착했는데.. 면이 어찌 이리 불지요? 간짜장은 맛있었습니다.
남경-중구점,2020년 5월 25일,4,1,3,"
            짜장면/1,짬뽕/1
          ",맛 있음. 맛잇음  마앗잇음
남경-중구점,2020년 5월 25일,4,1,3,"
            볶음밥/2
          ",양 적음 . 배달 약간 늦음 . 맛 배고파서 맛있음
남경-중구점,2020년 5월 25일,3,4,4,"
            삼선짬뽕/1(곱빼기 추가(곱빼기 추가))
          ","웬 볶음짬뽕이 배달되었는지ㅠ모르겠네요ㅠ
배달된 음식 그냥 먹었어요! 
꼭 메뉴 확인해주세요!"
남경-중구점,2020년 5월 24일,1,1,1,"
            5세트（탕수육＋볶음밥2）/1(곱빼기 추가(추가 안함))
          ",정말 맛 없고 배달하시는분 불친절함
남경-중구점,2020년 5월 16일,3,4,3,"
            쟁반짜장/1(곱빼기 추가(곱빼기 추가)),콜라500mL/1
          ",쟁반짜장은 보통이구요~먹을만합니다
남경-중구점,2020년 5월 10일,1,1,1,"
            3세트（탕수육＋짜장＋짬뽕）/1(곱빼기 추가(짜장 곱빼기추가))
          ",정말 비추. 탕수육 냄새남
남경-중구점,2020년 5월 10일,2,4,5,"
            간짜장/1,짬뽕/1,우동/1
          ",면이 불어서왔고 재료도 거칠고 크네요 중국음식은 역시 식당가서 먹어야하나봐요
남경-중구점,2020년 5월 6일,3,5,2,"
            볶짜면/1,사이다500mL/1
          ",밥은 딱딱하고 배달은 느리고 참...
남경-중구점,2020년 5월 4일,3,3,3,"
            탕짜면/1(곱빼기 추가(곱빼기 추가))
          ",굿
남경-중구점,2020년 5월 2일,3,3,3,"
            0세트（탕수육＋짜장）/1
          ","기대를 가지고 오랜만에 주문했어요
주문전달이 잘못된건지"" 그냥 문앞에 놓고가가주세요""  체크하고 주문했는데 자꾸 배달하시는 분이 무섭게 계속 문두드리시고 왜 말을안하냐고 뭐라하시더러고요..
배달하시는분도 고생많으신건 알겠는데..
주문전달이 배달하시는분에게도 잘됬음 좋겠네요..
넘 기분상 음식도 맛없게느껴져서..
별하나씩 뺍니다"
남경-중구점,2020년 3월 19일,3,4,5,"
            쟁반짜장/1,마파두부밥/1
          ","먹을게 없어서 시켜먹었는데 짜장면은 정말 맛있었지만
마파두부는 ㅠㅠ 그래도 잘 먹었습니다!"
남경-중구점,2020년 3월 4일,2,2,4,"
            잡채밥/2,육개장/1
          ","쌀은 정부미? 올해 먹은 밥중 제일 맛없음
점심이라 그런가 양도 적음
다음은 없음 
무사 장사을 기원합니다"
남경-중구점,2020년 2월 10일,3,3,5,"
            볶짜면/1,콜라1.25L/1
          ",빠른 배송 좋아요..
남경-중구점,2020년 2월 10일,3,3,5,"
            탕짜면/1(곱빼기 추가(곱빼기 추가))
          ","적절한 양, 빠른 배송 좋습니다."
남경-중구점,2020년 2월 8일,1,1,3,"
            간짜장/1(곱빼기 추가(곱빼기 추가)),볶음밥/1,마파두부밥/1
          ","차마 음식사진 올리는것도 사치라는 생각이 드네요..
저런 음식을 만들어 팔고도 미안하거나 양심이 부끄럽지도 않은가~
짜장의 면은 다 불어서 오고 마파두부인지 두부 짬뽕인지 의문이 생기게 하는 자태하며 
간짜장 소스에 딱딱한 이물질이 들어가있지 않나 
랩 포장 속에 긴 머리카락까지.....
사람이 먹는 음식이 맞는지 잔밥인지 의심이 드네요
정말!!!
맛은 둘째치고 한 숨만 나오며 먹다 남겨서 음식물
처리도 번거롭네요..
이외에도~~
다시는 이가게에서 주문 안하고요...
장사의 첫번째 덕목은 양심입니다..."
남경-중구점,2020년 2월 7일,3,5,2,"
            잡채밥/3,짜장면/1,오므라이스/1
          ","양은 여전히 많고 맛있습니다
배달은 여전히 느리고요
맨날 서비스로 주시던 군만두가 없네요
아래처럼 간장만 주셨네요 
섭섭합니다 사장님"
남경-중구점,2019년 12월 10일,1,1,5,"
            탕짜면/1,탕짬면/1
          ","why？왜 잘못해주셨어요?, 탕수육은 자장밥이다."
남경-중구점,2019년 12월 9일,3,3,5,"
            삼선짬뽕밥/1(곱빼기 추가(곱빼기 추가)),탕수육/1(사이즈 선택(小))
          ",다른 남경보다 삼선짬봉밥인데 해물이 적어씀...ㅠ_ㅠ
남경-중구점,2019년 11월 20일,3,4,4,"
            짜장면/2
          ",전분이 너무 많은 것 같은 느낌의 짜장면....
남경-중구점,2019년 11월 13일,3,3,4,"
            삼선짬뽕/2
          ",회사 가까이라서 빨리 왔습니다.  맛도 괜찮네요.
남경-중구점,2019년 11월 12일,1,1,5,"
            쟁반짜장/1,깐풍기/1
          ",닭비린내나고 살은 빨개요 안익었어요. 최악이에요. 너무 화나네요.
남경-중구점,2019년 10월 14일,3,5,5,"
            삼선우동/1(곱빼기 추가(곱빼기 추가))
          ",많이 느끼한듯한데 좀마누더 시원한맛 내면 좋을거같음
남경-중구점,2019년 10월 14일,3,5,5,"
            삼선고추짬뽕/1,육개장/1
          ",맛은 평균이고 양은많고 개개인맛이 잇으니 저는 그렇습니닷~
남경-중구점,2019년 8월 29일,1,2,1,"
            짬짜면/2,볶짬면/1
          ","예상시간보다 거의 40분 가량 늦게왔네요..
죄송하다는 말뿐이고 이유도 말씀이 없으시고..
아까 이야기 없었는데 답변으로 늦은거에대한 답변주시면 기분 나쁠것같네요^^
점심시간에 이용하시는 분들은 참고하세요
점심시간이면 이제 이용안할것같습니다"
남경-중구점,2019년 8월 3일,2,1,4,"
            삼선짬뽕/2,탕수육/1(사이즈 선택(小))
          ","다른건 모르겠는데, 일단 가격대비 양이 좀 심각하네요"
남경-중구점,2019년 7월 26일,2,1,1,"
            삼선고추짬뽕/1(곱빼기 추가(곱빼기 추가))
          ",사천고추짱뽕을 시켰는데 면도 없고 짱뽕밥으로 줬다고 밥이랑 같이 머그면 안되나요라고 했는데 실제로 밥도 없음...
남경-중구점,2019년 7월 19일,3,5,3,"
            쟁반짜장/1(곱빼기 추가(곱빼기 추가)),탕수육/1(사이즈 선택(小))
          ","맛도 있고 양도 괜찮고 너무 친절하게 배달해주셨어요.
근데 그릇을 치워주시는게 늦네요. 사무실 앞에 그릇이 있는데 가져가셨는지 궁금하네요~"
남경-중구점,2019년 6월 1일,1,1,1,"
            탕볶밥/1(곱빼기 추가(곱빼기 추가))
          ",매우 가난한 서비스 ... 배달이 매우 느립니다.  아무 말도 할 수 없으면 나를 돌려줘.
남경-중구점,2019년 3월 23일,4,3,3,"
            짜장밥/1(곱빼기 추가(곱빼기 추가))
          ","맛있음. 짬뽕밥은 곱빼기 시키면 더 많이줌.
짜장밥은 살짝 아쉬움. 그래도 맛은 있음👍"
남경-중구점,2019년 3월 6일,3,3,4,"
            잡채밥/1
          ","soso, 빠릅니다."
남경-중구점,2019년 3월 5일,2,2,3,"
            삼선우동/1
          ",무슨 맛인지 모르겠음. 남김.
남경-중구점,2019년 3월 5일,3,3,4,"
            탕볶밥/1
          ","메인 점심 메뉴. 아주 맛집 맛은 아닙니다. 저 짬뽕 국물에서는 라면스프 맛이 나요.
한참 먹다가 리뷰용으로 찰깍... ㅋ"
남경-중구점,2019년 2월 26일,3,2,3,"
            탕수육/1(사이즈 선택(小))
          ",앙수육 양이 너무 적어서 깜짝 놀랐습니다
남경-중구점,2019년 2월 19일,5,1,3,"
            4세트（탕수육＋쟁반짜장2人）/1
          ","이번 세트메뉴는 정말 실망입니다.
쟁반짜장 2인분과 평소먹던 1인분과 별반 차이가 없더라구요.. 아기까지 3가족이먹기 부족했으면 말 다한거 아닌가요..."
남경-중구점,2019년 2월 16일,3,5,5,"
            삼선짬뽕/1,삼선짬뽕/1(곱빼기 추가(곱빼기 추가)),잡채밥/1,탕수육/1(사이즈 선택(中))
          ","맛은 그럭저럭
양은 많았고 배달은 빨리왔습니다"
남경-중구점,2019년 1월 25일,3,5,3,"
            간짜장/1(곱빼기 추가(곱빼기 추가)),짬뽕밥/1
          ",배달너무느렸어요..간짜장도 불고ㅜㅜ
남경-중구점,2019년 1월 20일,1,1,1,"
            탕볶밥/1
          ",배달 35분걸리고 전화했더니 아직도만드는중 ㅜ 아쉽네요
남경-중구점,2019년 1월 6일,3,3,4,"
            깐풍새우（마늘＋고추）/1
          ","새우 튀김옷이 넘 두껍고
소스가 깐풍보단 깐쇼에 가까워서
깐풍새우를 먹고싶던 저에겐
넘 아쉬운 맛이였네요"
남경-중구점,2019년 1월 1일,4,3,4,"
            볶짬면/1
          ","평소에 는 진짜 잘가져다 주시다가~
오늘 바쁘셨는지...복짬면 인데 짜장이 너무 부족하고!!밥 만 많았습니다.ㅠㅠ"
남경-중구점,2018년 12월 27일,1,1,1,"
            짬뽕/1,4세트（탕수육＋쟁반짜장2人）/1
          ","배달 소요시간 25~35분이 되어 있어서 주문했더니 1시간 다 되었는데 않오네요. 더 웃긴건 요기요 앱 상태에는 배달완료 해놓고, 전화하니 곧 간다는 말만 하네요. 빠른곳 시키려고 선택한건데 이렇게 늦는 것도 열받고, 거짓말로 배달완료 해 놓은건 손님 속이기나 하는 믿을수 없는 식당이라는게 제 느낌입니다."
남경-중구점,2018년 12월 8일,3,5,5,"
            탕짜면/1
          ","지난번 맛있었던 기억에 혼밥하려고 탕짜면을 시켰는데 왜 맛이 다른것 같죠?ㅠㅠ
양은 엄청 혜자스러웠는데.  
탕수육 고기는 딱딱하고 튀김 옷이 두꺼웠어요
단품메뉴시킬때랑 퀄리티가 달랐어요ㅠㅠ"
남경-중구점,2018년 11월 24일,1,1,1,"
",You suck and the food is disgusting
남경-중구점,2018년 10월 24일,3,4,4,"
            짜장면/1,마파두부밥/1
          ",짜장면은 맛있었는데 마파두부 닾밥은 솔직히 두부는 몇개 없구 일반 마파두부 먹던거랑은 달랏어여 마파두부는 넘  실망이에요
남경-중구점,2018년 10월 9일,3,4,4,"
            홍합짬뽕/1
          ",맛 양 배달 빠르고 매우만족 재주문 적극적추천
남경-중구점,2018년 9월 29일,1,1,1,"
            짜장면/1,군만두/1
          ",어떤 짜장면을  만드는데 1시간 30분동안 배달이 안돼요? 전화 받았음 배달 안된다고 하던가... 이런식으로 장사합니까?
남경-중구점,2018년 8월 19일,2,3,5,"
            1세트（탕수육＋짜장2）/1(곱빼기 추가(추가 안함))
          ","배달은 엄청 빨랐고, 맛은 짜장면에 기름이 너무 져있고 탕수육은 너무너무 달았어요...
짜장면 먹으면서 콜라 땡긴거 처음"
남경-중구점,2018년 8월 15일,3,3,4,"
",배달 요청사항 안들어주신거 빼고는 괜찮은고같아요.
남경-중구점,2018년 8월 12일,4,3,3,"
            1세트（탕수육＋짜장2）/1(곱빼기 추가(두그릇 곱빼기추가)),2세트（탕수육＋짬뽕2）/1(곱빼기 추가(추가 안함))
          ",맛은 괜찮은데 양이 좀 적어요.
남경-중구점,2018년 7월 29일,3,4,5,"
            짜장면/1(곱빼기 추가(곱빼기 추가)),간짜장/1,삼선간짜장/1(곱빼기 추가(곱빼기 추가))
          ","짜장면이 너무 느끼해 먹는 내내 조금 힘들었네요...
느끼한거 못드시는분들에게는 비추...."
남경-중구점,2018년 6월 19일,3,3,3,"
            간짜장/1,군만두/1
          ",빠르배달 재주문 매우 좋아요
남경-중구점,2018년 5월 20일,5,3,5,"
            김치볶음밥/1(곱빼기 추가(곱빼기 추가)),삼선볶음밥/1
          ","양이 살짝 적은 듯 담엔 좀 더 많이 주셨으면 ㅋㅋ
김치 주문대로 많이 주셔서 감솨^^"
남경-중구점,2018년 5월 15일,3,3,5,"
            삼선짬뽕/1(곱빼기 추가(곱빼기 추가)),마파두부밥/1
          ",마파두부밥 좀 짜요.. 밥양도 적고...
남경-중구점,2018년 5월 12일,3,4,3,"
            간짜장/1(곱빼기 추가(곱빼기 추가)),쟁반짜장/2(곱빼기 추가(곱빼기 추가)),마파두부밥/1,탕수육/1(사이즈 선택(大))
          ",괜찮네요 쟁반짜장이 맛있어요
남경-중구점,2018년 4월 29일,2,3,3,"
            간짜장/1,2세트（탕수육＋짬뽕2）/1(곱빼기 추가(한그릇 곱빼기추가))
          ",맛있게 잘먹었습니다.
남경-중구점,2018년 4월 23일,3,3,1,"
            짬뽕/1(곱빼기 추가(곱빼기 추가)),짬뽕/1,탕수육/1(사이즈 선택(大)),냉콩국수/1,중국냉면/1(곱빼기 추가(곱빼기 추가)),중국냉면/1
          ","짬뽕이 엄청 불었어요...
중국냉면은 맛이 약해요"
